phishtank_id,phishtank_url,phishtank_online,phishtank_verified,crawl_date,crawl_final_url,crawl_page_input
9262854,https://0nllnec0mm0nbiank.weebly.com/,True,True,2026-07-08,https://0nllnec0mm0nbiank.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-978854118534454274', 'name': '_u978854118534454274', 'page_height': 1607, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 729.59375}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-233518336791409940', 'name': '_u233518336791409940', 'page_height': 1607, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 825.53125}]"
9308992,https://126-new.weebly.com/,True,True,2026-07-08,https://126-new.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-949945100570229177', 'name': '_u949945100570229177', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 1368.53125, 'y': 446.140625}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-174804858233664118', 'name': '_u174804858233664118', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 1368.53125, 'y': 532.140625}]"
9267831,https://17251w.weebly.com/,True,True,2026-07-08,https://17251w.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-603850011949006955', 'name': '_u603850011949006955', 'page_height': 1911, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 637, 'y': 341}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-805285695945056088', 'name': '_u805285695945056088', 'page_height': 1911, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 637, 'y': 420}]"
9347962,https://1efirsbtc98.weebly.com/,True,True,2026-07-08,https://1efirsbtc98.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-827644955415377039', 'name': '_u827644955415377039', 'page_height': 1505, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 658.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-645549335860713642', 'name': '_u645549335860713642', 'page_height': 1505, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 749.125}]"
9252958,https://1f0rtfib300.weebly.com/,True,True,2026-07-08,https://1f0rtfib300.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-459747865663518477', 'name': '_u459747865663518477', 'page_height': 1368, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 488.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-648699569613985365', 'name': '_u648699569613985365', 'page_height': 1368, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 579.125}]"
9252959,https://1ffmb2.weebly.com/,True,True,2026-07-08,https://1ffmb2.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-194690727595836363', 'name': '_u194690727595836363', 'page_height': 1648, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 437.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-801658999550355702', 'name': '_u801658999550355702', 'page_height': 1648, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 528.125}]"
9347959,https://1vfcuonline.weebly.com/,True,True,2026-07-08,https://1vfcuonline.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-484465002603179626', 'name': '_u484465002603179626', 'page_height': 1361, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 328.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-764799980464540448', 'name': '_u764799980464540448', 'page_height': 1361, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 419.125}]"
9347966,https://1walpolebk8.weebly.com/,True,True,2026-07-08,https://1walpolebk8.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-147098746311292254', 'name': '_u147098746311292254', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 457.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-174994822396542650', 'name': '_u174994822396542650', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 548.125}]"
9330646,https://1xbetloan.weebly.com/,True,True,2026-07-08,https://1xbetloan.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 47, 'id': 'input-440032131473482458', 'name': '_u440032131473482458', 'page_height': 2411, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 336.65625, 'x': 737.5, 'y': 1194.09375}, {'autocomplete': '', 'disabled': False, 'height': 47, 'id': 'input-191952794504394023', 'name': '_u191952794504394023', 'page_height': 2411, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 336.65625, 'x': 737.5, 'y': 1294.09375}, {'autocomplete': '', 'disabled': False, 'height': 47, 'id': 'input-224431000845922056', 'name': '_u224431000845922056', 'page_height': 2411, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 336.65625, 'x': 1104.15625, 'y': 1373.59375}]"
9244108,https://2025-zimbra.weebly.com/,True,True,2026-07-08,https://2025-zimbra.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 40, 'id': 'input-236293965460221216', 'name': '_u236293965460221216', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 353.328125, 'x': 1103.328125, 'y': 343.828125}, {'autocomplete': '', 'disabled': False, 'height': 40, 'id': 'input-353918668701633374', 'name': '_u353918668701633374', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 353.328125, 'x': 1103.328125, 'y': 425.828125}]"
9353561,https://21010010x1.weebly.com/,True,True,2026-07-08,https://21010010x1.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 40, 'id': 'input-253861482335441049', 'name': '_u253861482335441049', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 352.859375, 'x': 1103.796875, 'y': 386.9375}, {'autocomplete': '', 'disabled': False, 'height': 40, 'id': 'input-994902138238543356', 'name': '_u994902138238543356', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 352.859375, 'x': 1103.796875, 'y': 474.9375}]"
9379992,https://213eiojdk4n35kheje-wqasnd4o3iho-u.webflow.io/,True,True,2026-07-08,https://213eiojdk4n35kheje-wqasnd4o3iho-u.webflow.io/,"[{'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'Email', 'name': 'Email', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 768, 'x': 896, 'y': 133.703125}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'Pass', 'name': 'Pass', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 768, 'x': 896, 'y': 206.703125}, {'autocomplete': '', 'disabled': True, 'height': 38, 'id': '', 'name': '', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'submit', 'visible': True, 'width': 302.8125, 'x': 1128.59375, 'y': 254.703125}]"
9270225,https://24carterbk66.weebly.com/,True,True,2026-07-08,https://24carterbk66.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-771678636773334441', 'name': '_u771678636773334441', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 331.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-203963246945619112', 'name': '_u203963246945619112', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 422.125}]"
9346159,https://24mybb556.weebly.com/,True,True,2026-07-08,https://24mybb556.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-818172923483736134', 'name': '_u818172923483736134', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 350.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-570922054419117530', 'name': '_u570922054419117530', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 441.125}]"
9302360,https://267382update.weebly.com/,True,True,2026-07-08,https://267382update.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-742718775415619429', 'name': '_u742718775415619429', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 820, 'y': 293.796875}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-675110074327781376', 'name': '_u675110074327781376', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 820, 'y': 379.796875}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-414752063693047665', 'name': '_u414752063693047665', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 820, 'y': 465.796875}]"
9360103,https://2e344trgdfxczz.weebly.com/,True,True,2026-07-08,https://2e344trgdfxczz.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 47, 'id': 'input-616125615233720775', 'name': '_u616125615233720775', 'page_height': 1351, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 283.328125, 'x': 1130.828125, 'y': 301.203125}, {'autocomplete': '', 'disabled': False, 'height': 47, 'id': 'input-539864619490583631', 'name': '_u539864619490583631', 'page_height': 1351, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 283.328125, 'x': 1130.828125, 'y': 398.203125}]"
9281968,https://2farmersb4nk76.weebly.com/,True,True,2026-07-08,https://2farmersb4nk76.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-982793352702604537', 'name': '_u982793352702604537', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 512.1875}, {'autocomplete': '', 'disabled': False, 'height': 42.9375, 'id': 'input-652326150864525848', 'name': '_u652326150864525848', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 764, 'y': 603.125}]"
9314461,https://2xcd.weebly.com/,True,True,2026-07-08,https://2xcd.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 35, 'id': 'input-425840175842607003', 'name': '_u425840175842607003', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 768, 'y': 653.5}, {'autocomplete': '', 'disabled': False, 'height': 35, 'id': 'input-124178941309069568', 'name': '_u124178941309069568', 'page_height': 1301, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 768, 'y': 733.5}]"
9267832,https://3223-664.weebly.com/,True,True,2026-07-08,https://3223-664.weebly.com/,"[{'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-893867061491700947', 'name': '_u893867061491700947', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 300, 'x': 1130, 'y': 281.296875}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-702440220486293533', 'name': '_u702440220486293533', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 300, 'x': 1130, 'y': 370.296875}]"
9246340,https://324000zi.weebly.com/,True,True,2026-07-08,https://324000zi.weebly.com/,"[{'autocomplete': 'off', 'disabled': False, 'height': 53, 'id': '', 'name': 'q', 'page_height': 1363, 'page_width': 2560, 'placeholder': 'Search', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 936, 'x': 812, 'y': 128}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-737160288468525440', 'name': '_u737160288468525440', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 812, 'y': 160}, {'autocomplete': '', 'disabled': False, 'height': 38, 'id': 'input-641277716701517946', 'name': '_u641277716701517946', 'page_height': 1363, 'page_width': 2560, 'placeholder': '', 'readonly': False, 'tag': 'input', 'type': 'text', 'visible': True, 'width': 370, 'x': 812, 'y': 242}]"
