phishtank_id,phishtank_url,phishtank_verified,phishtank_online,manual_available,manual_data_harvesting_phishing_confirmed
8672604,https://docs.google.com/presentation/d/e/2PACX-1vRsVnj4r9YOZ5WeYCPiDM7E7BCpbcc8DPnYNYnw-Q7Wz8uUW_X1zTmsoVYKj1aMA629N7Of5RFu6Wyl/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,True
9320073,https://q-r.to/bgZvQx,True,True,True,True
8448815,https://docs.google.com/presentation/d/e/2PACX-1vRfqWCzEDnwGjPcLaZmdx0Auyl4rj7wAYpMgfE0GvwibPaEzM-7umyhLSDfNBIYBE67sxy634pWBV-L/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
9428890,https://marmoud.urge844284.pro/,True,True,False,False
8603546,https://pub-56235221ea6a4d138e0c2cdc42391d26.r2.dev/index.html,True,True,True,True
9238739,https://bit.ly/46wzerm,True,True,False,False
8847178,https://rrd543.webcindario.com/,True,True,False,False
9407953,https://appsuite-treixo.wixstudio.com/en-suite,True,True,False,False
9335751,https://qrco.de/bgbcfJ,True,True,False,False
8110965,https://genbexcnre.web.app/,True,True,False,False
9401240,https://l.wl.co/l?u=https://qr-codes.io/5akf8A,True,True,False,False
9409177,https://choose-exo-web3.wixstudio.com/us-en,True,True,False,False
9413951,https://nj.gov-mcf.help/,True,True,False,False
9343468,https://qrco.de/bgcP5S,True,True,False,False
9460708,https://idmsisaiaua.com.es/FE/11?/363321,True,True,False,False
8684491,https://docs.google.com/presentation/d/e/2PACX-1vQ3lVFMOQ43yp6sgrzchwjFbT1_xFEnkUten3RJIs4gsq_SgcZ9RfKOSqVAcUw4TxtccQzzQk9RVtYU/pub?start=true&amp;loop=true&amp;delayms=3000&amp;slide=id.g2ef2b8a2455_0_5,True,True,False,False
8977490,https://docs.google.com/presentation/d/e/2PACX-1vRPzgbYBNfoSGvuDi81jYdqnm7k5Io4dQSWj_mimlz1YNDqeehkZQyhb4BPOmsF9tNtSTy0mK-e25Jq/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
9437677,https://docotrri.weebly.com/,True,True,False,False
8288269,https://new.express.adobe.com/webpage/iBYa69dSDkXAs,True,True,False,False
8804014,https://l.ead.me/bfTSiC,True,True,False,False
9453183,https://web.tegbff.top,True,True,False,False
9470461,https://votre-suivi-livraison.info/,True,True,False,False
9446916,https://tinyurl.com/msew96vd,True,True,False,False
8739288,https://q-r.to/bfM3t3,True,True,False,False
9341310,https://l.ead.me/bgbzBO,True,True,False,False
9464793,https://allegro.234890h945.xyz/,True,True,False,False
9417836,https://en-desktop-ldgre.wixstudio.com/en-us,True,True,False,False
9198329,https://brandbt.m-pages.com/RrCqdB/brand-management,True,True,False,False
8847684,https://xxvmcc5m.daftpage.com/,True,True,False,False
9334116,https://q-r.to/bgb0Vj,True,True,False,False
9374257,https://resumekeeper.com/E7YWdwj4Fs,True,True,False,False
9320098,https://qrco.de/bga3Hp,True,True,False,False
9464033,http://stario-tstezor.wixstudio.com/eng-ie,True,True,False,False
9464957,https://docs.google.com/drawings/d/101oTrRYpEj6qhptPcOkaYspBk3vZKgENubRbqtJwt90/edit,True,True,True,False
8644799,https://docs.google.com/presentation/d/e/2PACX-1vR6VWPr_AgkzSjk9VFSYctPlyxXv7d3Jq_N2a6buB2ljjSpze10OD8zMZ-l_iQbEra1gIqsE5ZeNajg/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
9334096,https://qrco.de/bgbO3x,True,True,False,False
8778398,https://qrco.de/bfQgsnKSjdgjwrgrehgpeath,True,True,False,False
9222451,https://new.express.adobe.com/webpage/VoxB3AJjiQmHP,True,True,False,False
9217043,https://gateway-graphics.com/overvieaw/,True,True,False,False
7955597,https://hotsitefidelidade.blogspot.com/,True,True,False,False
9470153,http://allegro-lokalnie.87839h04402.click,True,True,False,False
8899011,https://bit.ly/4isCLev,True,True,False,False
8703005,https://q-r.to/bfIHJ1,True,True,False,False
9463111,https://allegrolokainie.get9547823.lol/,True,True,False,False
9396180,http://protocnodes.pages.dev/,True,True,False,False
8709759,https://qrco.de/bfIrTC,True,True,False,False
9171977,https://bafkreicp6yczkim5enxz57z76a4hfh24o2uwzi6pcaf42ph5qyqstzy3ry.ipfs.dweb.link/,True,True,True,False
9462824,https://mrelay-modifications.com/captcha.php,True,True,False,False
9425013,https://www.dpdlocorm.cyou/com,True,True,False,False
8767831,https://bit.ly/47xSyDR,True,True,False,False
9369200,https://qrco.de/bggYHn,True,True,False,False
9397439,https://bt-broadband-103237.weeblysite.com/,True,True,False,False
9322163,https://oeopfdgkjdfghruhdgfgdfgdfgrr-7368.twil.io/nibloooz.html,True,True,False,False
9207317,https://securloginacces.weebly.com/,True,True,True,True
8703277,https://docs.google.com/presentation/d/e/2PACX-1vQC2ZY3lF5kjnEFoIa__WoGEN0mCbLUO9sKdmvhc_Bgg-sc5jrgq4yuaIfV5Rfa-QaOwq5TAtNCNiVl/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,True,True,True,False
8857377,https://qrco.de/bfZ4gr?trackingid=AZXOGMbva&signature=newsletter,True,True,False,False
9417874,https://newuphooldcdn.wixstudio.com/en-us,True,True,True,False
8410775,https://docs.google.com/presentation/d/e/2PACX-1vTWA5ndBq_UYh5755ykZjpur-_54EklGPrb9vkL2Tqer7lNCDN8hHABHvcKyZbcH-U-SlircG-mjmWI/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
9411231,https://broadbqndsupportt.framer.website/,True,True,False,False
8307556,https://esspace-lcients.firebaseapp.com/,True,True,False,False
9358345,https://baucarshopee1458.weebly.com/,True,True,False,False
9167588,https://us2.campaign-archive.com/?u=681541d5891f66ad3b83ea132&id=17fdc1a31c,True,True,False,False
8653032,https://bit.ly/3S2cVlU,True,True,False,False
9369779,http://ca-netcoins-app-com-auth.webflow.io,True,True,True,False
9245178,https://estudiotripolone.com/wp-content/uupgarsdes/login/login,True,True,True,True
9470084,https://www.google.com/share.google?q=78KfELiUUc61LS3Qo,True,True,False,False
8413825,https://activartarjetabp.webcindario.com,True,True,False,False
9415989,https://louchagne.jpod10884268.pro/,True,True,False,False
9386723,https://docs.google.com/document/d/1Dxy_UjFrg7w98IJpX8pZSRes8jZGqkSKTVL4-XYAmqU/edit,True,True,True,False
9335301,https://qrco.de/bgbYPZ,True,True,False,False
9425000,https://www.dpdlocoew.cyou/com,True,True,False,False
8752685,https://q-r.to/bfNVY0,True,True,False,False
8484157,https://docs.google.com/presentation/d/e/2PACX-1vRijiitIqa9oIp5ytzkVR7O68kEdTbqLaVEE43cI2nsiSDwU-97BNzxgDOcBPFbmcXzAziDZNSJSJc9/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
8214944,https://docs.google.com/presentation/d/e/2PACX-1vSvMry5_BracHpBZ1NpZvVonZlt9-L5mZWf8QAztWtYG8xxHH_0v_MaRgPxj0RSGm7Gue5MNNbLczxS/pub?start=false&loop=false&delayms=3000,True,True,True,False
8839582,https://qrco.de/bfXZIl?trackingid=SBJNEv60AiO3D1&amp;signature=newsletter,True,True,False,False
9442177,https://nodebit.pages.dev/,True,True,False,False
9437178,https://kleinanzeigen-deutsch.id59365.info/getpaymentm/273789936/m9,True,True,False,False
9254040,https://qr-codes.io/KSifvf,True,True,False,False
9269150,https://www.cambridgefolk.org.uk/dance_index/dance_index.php?function=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FDRjdEoSdsycji.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjZmMmU2YjZjNjg2ODZiN2E3NjZkMmU2ZDZmNmQyZjcxNjM2NjdhNjU3MjY5MjMzNjMwMzgzODM5MmY3MTYzNjY3YTY1NzI2OQ%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,True,True,False,False
9394804,https://sophiaoamaral.github.io/Nubank/,True,True,False,False
9191638,https://us22.campaign-archive.com/?u=2d0f4abe6ad0ebf5c4dc6c4dd&id=e6ee185183,True,True,False,False
9198385,https://l.wl.co/l?u=https://qr-codes.io/XKvsY5,True,True,False,False
9345337,https://qrco.de/bgcZE1,True,True,False,False
8605671,https://docs.google.com/presentation/d/e/2PACX-1vQetgJtkPOW0sGOa7d2XW7c5KMojI1adTUjtH6FqqQz1FDUv_1KUDqlfqjFbhNWOJx2RpZ_pb318Ina/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,True,True,True,False
8114332,https://qrco.de/bdsLNC?trackid=hIpknxohlhGCA2ZYImBgmnAaz1KSsep49cXwOIykU,True,True,False,False
9417579,https://936etg.top/mwrgua73/W3eHm4/jnRGaj,True,True,False,False
9458887,https://greenvoltis001.pro/loading.php,True,True,False,False
9466205,https://startcdn-ledgcum.wixstudio.com:443/us-en,True,True,False,False
8811563,https://l.ead.me/bfUYy3,True,True,False,False
8728669,https://l.ead.me/bfKL6e,True,True,False,False
9352835,https://setup-connect.ghost.io/en-us/,True,True,False,False
8285145,https://disneychannel-france.firebaseapp.com/,True,True,False,False
9322844,https://telkomsaadminteam.weebly.com/,True,True,True,True
9077904,https://suppporttptdd.weebly.com/,True,True,False,False
8614573,https://www.dropbox.com/scl/fi/g69bu5gosh3el7t6t7fxt/No-Response_Broadband.paper?rlkey=k07kb7nv6au2pxcvprpxpehsu&dl=0,True,True,False,False
7564594,https://storage.cloud.google.com/lttna/zoscman414.html,True,True,False,False
9457678,http://allegrolokalnie.lokalna-oferta772452.cyou,True,True,False,False
9451465,https://q-r.to/bgrESV,True,True,False,False
9444502,https://qrco.de/bgqq6I,True,True,False,False
9436785,https://suietsapp.framer.media/us-en,True,True,False,False
9413520,https://ky.gov-nox.help/,True,True,False,False
8560413,https://new.express.adobe.com/webpage/7hWr8tkDSLPpx,True,True,False,False
9448529,http://acttefl.com/lee,True,True,False,False
8817087,https://docs.google.com/presentation/d/e/2PACX-1vScZRa1bvsN86JabO-7wMc1DdsYeegSM2_I8LkVmjOqq1QduCLvw35Tqf_whvm4dwOMi6OqRN5iFW6_/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
9470151,http://allegro.87839h04402.click,True,True,False,False
8832025,https://qrco.de/bfX0nI,True,True,False,False
8300565,https://docs.google.com/presentation/d/e/2PACX-1vTI2bFVa_7O07w59tixqk8F7TNdX2u5dgvYppy_wjAdMwRXxMj67HjHqUZJOTfc2CRv_u-u9aMDIOx-/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
8287745,https://recover-ry100121423223834.start.page/,True,True,False,False
9413510,https://arizona.gov-nazw.help/,True,True,False,False
9190722,https://docs.google.com/presentation/d/e/2PACX-1vRrqiBisWGV2SlImauMIsM0QSbZzwhDwHidH2p44_rS-NnIP6yoiEITJI_Wi93ZaCyzsSFsR2-IYUav/pub,True,True,True,False
8811473,https://bit.ly/3Y4MU7B,True,True,False,False
8965532,http://inthecup.golf/,True,True,False,False
9152695,https://eu.jotform.com/app/251910201200333,True,True,False,False
9437752,https://salva-tore.bdll845000.pro/captcha.php,True,True,False,False
9436246,https://dallarcopictures.com/?type=verify&amp;key=nlvcfwjqtd,True,True,False,False
8748848,https://l.ead.me/bfN9Mv,True,True,False,False
8610613,https://docs.google.com/presentation/d/e/2PACX-1vSEYexRTVVIn-buN-PZwQQYb6n9EvAh0x--S-J6RA-tUeBYBNlyBLaGiNGuu6fsLZ8nGZQURhKCfLho/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
8644642,https://bit.ly/45WLmA3,True,True,False,False
8723136,https://metamaskxx1.webcindario.com/,True,True,False,False
9348803,https://www.miricanvas.com/v2/design2/v/38f06a56-c6c4-474b-af84-deaf7eb40f30,True,True,True,False
9461380,https://brt.zrmrhp.buzz/secure/it,True,True,False,False
9441763,https://login.gzqh08.com/?BGoZ2x5YVW0B&amp;type=dpoint,True,True,False,False
9465119,https://ecsite021.top,True,True,False,False
8599066,https://t.co/BR03IQAZZk,True,True,False,False
9413687,https://nj.gov-ymi.help/,True,True,False,False
9458351,http://allegrolokalnie.smart-oferta84475.sbs,True,True,False,False
8550480,https://herculinible.web.app/,True,True,False,False
9326348,https://q-r.to/bgaaak,True,True,False,False
8798088,https://campsite.bio/get.badge,True,True,False,False
9261246,https://us20.campaign-archive.com/?u=f4c300bdaea4b2ca63b496e95&id=b7e9d93c67,True,True,False,False
9246954,https://us4.campaign-archive.com/?u=cd9c21736e1df746f1c7f3735&id=526870e9e2,True,True,False,False
8235293,https://disq.us/?url=https%3A%2F%2Fbov.run.place%2Fbo%2Fbov%2FDH2tAyUe9AsUx7b&key=mDyWQLaRMjJTEBSHkaWMWw,True,True,False,False
9464992,https://docs.google.com/drawings/d/122igQrVpUSLwNc2wjnbrL4-bo_yo19EgnjyahUKGyAA/edit,True,True,True,False
9461416,https://kleinanzeigen-bestellung.suprafine.com/360,True,True,False,False
9326931,https://app-pinchinch.webcindario.com/,True,True,False,False
9264307,https://docs.google.com/presentation/d/e/2PACX-1vQxIvB3lUytkP9pJKRnHpYy_45abM4jQ3HT3Ghsuu2scQPvG-bYqFKMssi7qA1m0v9dFh5E6c6DY0za/pub,True,True,True,False
9427304,https://www.hbqmwh.com/?QpPTjVksp8vC&amp;type=paypay,True,True,False,False
8914189,https://flowto.it/eWeczTpf4q,True,True,False,False
9185631,https://bafkreihbvwtoqwbdrumzcx3onrbybyobhko6vp3w7v4vhwokeea324tbky.ipfs.dweb.link/,True,True,False,False
9447430,https://platform-ettoro.wixstudio.com/en-us,True,True,False,False
8714240,https://www.dropbox.com/l/scl/AAArnht6HoCMVOSlUsfhKZbXPJv0eTd-ZME,True,True,False,False
9416868,https://l.wl.co/l?u=https://qr-codes.io/RC3Ggb,True,True,False,False
9389112,https://storage.googleapis.com/newsupdate/my-parcels.html#aj705zr26d432.shtml?customer_id=kx376h80evbcf-gj392xh3wt24e-aj705zr26d432,True,True,True,False
8972009,https://usataxirs.com/,True,True,False,False
8657999,https://docs.google.com/presentation/d/e/2PACX-1vSe40R6_4PJ29-0NxqcRwajx4lWojo96QCjuyxRl3xERLYm-N5RxC-q4u3x_y6WXPw02ZxPCQrVCaWG/pub?start=false&amp;loop=false&amp;delayms=3000,True,True,True,False
9426032,https://myportal2026.wixsite.com/0ne-driv3,True,True,False,False
8029547,https://speitssc.org/assets/dashboard/img/events/tracking.php,True,True,False,False
8402084,https://vbbhoul-seounhja.web.app/,True,True,False,False
9430592,http://www.pcn-noticye.top/com/,True,True,False,False
9364033,https://groupwise-cz.weebly.com/,True,True,False,False
9137854,https://contatobiaonline.ru.com/,True,True,False,False
